Unique_Sample_ID,Condition_Name,t#,Data_File,Well_Number,Time_Point,Blank_Unique_Sample_ID,Total_Concentration,Wavelength_Start,Wavelength_End,Isosbestic_Point,Reference_Spectrum_Substrate,Reference_Spectrum_Product,Replicate
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
RTG19_1,air,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-air-1.tsv,Abs,0,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_13,water,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-water-13.tsv,Abs,0,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_18,water,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-water-18.tsv,Abs,1,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_23,water,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-water-23.tsv,Abs,2,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_26,water,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-water-26.tsv,Abs,3,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_2,water,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-water-2.tsv,Abs,4,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_4,water,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-water-4.tsv,Abs,5,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_8,water,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-water-8.tsv,Abs,6,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG19_3,blank x57 naoh,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x57-naoh-3.tsv,Abs,,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
blank_RTG19_5,blank x57 naoh,,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x57-naoh-5.tsv,Abs,,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_6,x69,t14,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x69-t14-6.tsv,Abs,421,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_7,x69,t15,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x69-t15-7.tsv,Abs,10080,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_9,x72,t14,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x72-t14-9.tsv,Abs,421,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_10,x72,t15,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x72-t15-10.tsv,Abs,10080,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_11,x75,t14,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x75-t14-11.tsv,Abs,421,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_12,x75,t15,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x75-t15-12.tsv,Abs,10080,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_14,x78,t14,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x78-t14-14.tsv,Abs,421,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_15,x78,t15,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x78-t15-15.tsv,Abs,10080,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_16,x81,t14,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x81-t14-16.tsv,Abs,421,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_17,x81,t15,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x81-t15-17.tsv,Abs,10080,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_19,x84,t14,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x84-t14-19.tsv,Abs,421,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_20,x84,t15,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x84-t15-20.tsv,Abs,10080,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_21,x87,t14,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x87-t14-21.tsv,Abs,421,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_22,x87,t15,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x87-t15-22.tsv,Abs,10080,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_24,x90,t14,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x90-t14-24.tsv,Abs,421,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
RTG19_25,x90,t15,./lab-data-processed/cary300/2025-02/RTG19/2025-02-24-RTG19-x90-t15-25.tsv,Abs,10080,blank_RTG19_5,1,250,349,-1,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uridine-x24-x33.csv,./lab-data-reference-spectra/2024-09-01-RTG8-reference-uracil-x25-x33.csv,1
